code,description
"int main()
{
   int n_sockets, socket_num;

   omp_set_nested(1);              // or export OMP_NESTED=true
   omp_set_max_active_levels(2);   // or export OMP_MAX_ACTIVE_LEVELS=2

   n_sockets = omp_get_num_places();
   #pragma omp parallel num_threads(n_sockets) private(socket_num) \
                        proc_bind(spread)
   {
      socket_num = omp_get_place_num();
      socket_init(socket_num);
   }

   return 0;
}",
"void f(int n, int B[n][n], int C[])
{
  int D[2][2] = {1, 2, 3, 4};
  int E[n][n];

  assert(n >= 2);
  E[1][1] = 4;

  #pragma omp parallel firstprivate(B, C, D, E)
  {
    assert(sizeof(B) == sizeof(int (*)[n]));
    assert(sizeof(C) == sizeof(int*));
    assert(sizeof(D) == 4 * sizeof(int));
    assert(sizeof(E) == n * n * sizeof(int));

    /* Private B and C have values of original B and C. */
    assert(&B[1][1] == &A[1][1]);
    assert(&C[3] == &A[1][1]);
    assert(D[1][1] == 4);
    assert(E[1][1] == 4);
  }
}",
"int main() {
  f(2, A, A[0]);
  return 0;
}",
"void build()
{
  int i;
  work = (float*)malloc( sizeof(float)*size );
  for( i = 0; i < size; ++i ) work[i] = tol;
}",
"void copyin_example( float t, int n )
{
  tol = t;
  size = n;
  #pragma omp parallel copyin(tol,size)
  {
    build();
  }
}",
"void init(float a, float b ) {
    #pragma omp single copyprivate(a,b,x,y)
    {
        scanf(""%f %f %f %f"", &a, &b, &x, &y);
    }
}",
"float read_next( ) {
  float * tmp;
  float return_val;

  #pragma omp single copyprivate(tmp)
  {
    tmp = (float *) malloc(sizeof(float));
  }  /* copies the pointer only */


  #pragma omp masked
  {
    scanf(""%f"", tmp);
  }

  #pragma omp barrier
  return_val = *tmp;
  #pragma omp barrier

  #pragma omp single nowait
  {
    free(tmp);
  }

  return return_val;
}",
"void gen_task (int &x) { // on orphaned task construct reference argument
  #pragma omp task // x is implicitly determined firstprivate(x)
  task_body (x);
}",
"void test (int &y, int &z) {
  #pragma omp parallel private(y)
  {
    y = z + 2;
    gen_task (y); // no matter if the argument is determined private
    gen_task (z); // or shared in the enclosing context.

    y++;          // each thread has its own int object y refers to
    gen_task (y);
  }
}",
"void default_none(int a) {
  const int c = 1;
  int i = 0;

  #pragma omp parallel default(none) private(a) shared(z, c)
  {
     int j = omp_get_num_threads();
          /* O.K.  - j is declared within parallel region */
     a = z[j];   /* O.K.  - a is listed in private clause */
                 /*       - z is listed in shared clause */
     x = c;      /* O.K.  - x is threadprivate */
                 /*       - c has const-qualified type and
                              is listed in shared clause */
     z[i] = y;   /* Error - cannot reference i or y here */

  #pragma omp for firstprivate(y)
         /* Error - Cannot reference y in the firstprivate clause */
     for (i=0; i<10 ; i++) {
        z[i] = i; /* O.K. - i is the loop iteration variable */
     }

     z[i] = y;   /* Error - cannot reference i or y here */
  }
}",
"void comp_poly(int N, double x, double c[]) {
   // x:    input: value of x for which to eval the polynomial
   // c[N]: input: the coefficients
   double x0 = 1.0;       // initial value x^0 == 1
   double xi;             // x^i
   double result;         // accumulator for the result

   // Case 1: induction clause
   xi = x0;
   result = 0.0;
   #pragma omp parallel for reduction(+: result) induction(step(x),*: xi)
   for (int i = 0; i < N; i++) {
      result += c[i] * xi;
      xi *= x;
   }
   printf(""C1: result = %f, xn = %f\n"", result, xi);

   // Case 2: inscan reduction
   xi = x0;
   result = 0.0;
   #pragma omp parallel for reduction(+: result) reduction(inscan,*: xi)
   for (int i = 0; i < N; i++) {
      result += c[i] * xi;
      #pragma omp scan exclusive(xi)
      xi *= x;
   }
   printf(""C2: result = %f, xn = %f\n"", result, xi);

   // Case 3: closed form
   result = 0.0;
   #pragma omp parallel for reduction(+: result) lastprivate(xi)
   for (int i = 0; i < N; i++) {
      xi = x0 * pow(x, i);     // induction operation in closed form
      result += c[i] * xi;
      xi *= x;
   }
   printf(""C3: result = %f, xn = %f\n"", result, xi);
}",
"void processPointsInLine(Point Start, int NumberOfPoints, 
                         float Separation) {
  Point P = Start;
  #pragma omp parallel for induction(step(Separation), next : P)
  for (int i = 0; i < NumberOfPoints; ++i) {
    process(P);
    P = P.nextPoint(Separation);
  }
}",
"int main() {
  Point Start(1.0f, -2.0f, 0.5f);
  processPointsInLine(Start, 100, 0.25f);
  return 0;
}",
"void lastpriv (int n, float *a, float *b)
{
  int i;

  #pragma omp parallel
  {
    #pragma omp for lastprivate(i)
    for (i=0; i<n-1; i++)
      a[i] = b[i] + b[i+1];
  }

  a[i]=b[i];      /* i == n-1 here */
}",
"float condlastprivate(float *a, int n)
{
   float x = 0.0f;

   #pragma omp parallel for simd lastprivate(conditional: x)
   for (int k = 0; k < n; k++) {
      if (a[k] < 108.5 || a[k] > 208.5) {
         x = sinf(a[k]);
      }
   }

   return x;
}",
"int do_red(int n, int *v)
{
  int sum_v = 0;     // sum_v is private

  #pragma omp for reduction(+: sum_v)
  for (int i = 0; i < n; i++) {
    sum_v += v[i];
  }
  return sum_v;
}",
"int main(void)
{
  int v[N];
  for (int i = 0; i < N; i++)
    v[i] = i;

  #pragma omp parallel
  {
    int s_v = do_red(N, v);
    printf(""myid %d: sum of v = %d\n"", omp_get_thread_num(), s_v);
  }
  return 0;
}",
"void do_red(int n, int *v, int &sum_v)
{
  sum_v = 0;     // sum_v is private
  #pragma omp for reduction(original(private),+: sum_v)
  for (int i = 0; i < n; i++) {
    sum_v += v[i];
  }
}",
"int main(void)
{
  int v[N];
  for (int i = 0; i < N; i++)
    v[i] = i;

  #pragma omp parallel
  {
    int s_v;     // s_v is private
    do_red(N, v, s_v);
    printf(""myid %d: sum of v = %d\n"", omp_get_thread_num(), s_v);
  }
  return 0;
}",
"int main(void)
{
  int x;

  x = 0;
  // parallel reduction on shared x
  #pragma omp parallel reduction(+: x) num_threads(strict: 4)
  {
    #pragma omp for reduction(+: x)   // reduction on private x
      for (int i = 0; i < 10; i++)
        x++;
  }
  printf(""x = %d\n"", x);    // should print 40, with 4 threads
  return 0;
}",
"int main()
{
  int i, j;
  int *ptr_i, *ptr_j;

  i = 1;
  j = 2;

  ptr_i = &i;
  ptr_j = &j;

  #pragma omp parallel private(i) firstprivate(j)
  {
    i = 3;
    j = j + 2;
    assert (*ptr_i == 1 && *ptr_j == 2);
  }

  assert(i == 1 && j == 2);

  return 0;
}",
"void g(int k) {
  a = k; /* Accessed in the region but outside of the construct;
          * therefore unspecified whether original or private list
          * item is modified. */
}",
"void f(int n) {
  int a = 0;

  #pragma omp parallel for private(a)
   for (int i=1; i<n; i++) {
       a = i;
       g(a*2);     /* Private copy of ""a"" */
    }
}",
"void priv_example3()
{
  int i, a;

  #pragma omp parallel private(a)
  {
     a = 1;
    #pragma omp parallel for private(a)
      for (i=0; i<10; i++)
     {
       a = 2;
     }
    assert(a == 1);
  }
}",
"void reduction1(float *x, int *y, int n)
{
  int i, b, c;
  float a, d;
  a = 0.0;
  b = 0;
  c = y[0];
  d = x[0];
  #pragma omp parallel for private(i) shared(x, y, n) \
                          reduction(+:a) reduction(^:b) \
                          reduction(min:c) reduction(max:d)
    for (i=0; i<n; i++) {
      a += x[i];
      b ^= y[i];
      if (c > y[i]) c = y[i];
      d = fmaxf(d,x[i]);
    }
}",
"void reduction2(float *x, int *y, int n)
{
  int i, b, b_p, c, c_p;
  float a, a_p, d, d_p;
  a = 0.0f;
  b = 0;
  c = y[0];
  d = x[0];
  #pragma omp parallel shared(a, b, c, d, x, y, n) \
                          private(a_p, b_p, c_p, d_p)
  {
    a_p = 0.0f;
    b_p = 0;
    c_p = INT_MAX;
    d_p = -HUGE_VALF;
    #pragma omp for private(i)
    for (i=0; i<n; i++) {
      a_p += x[i];
      b_p ^= y[i];
      if (c_p > y[i]) c_p = y[i];
      d_p = fmaxf(d_p,x[i]);
    }
    #pragma omp critical
    {
      a += a_p;
      b ^= b_p;
      if( c > c_p ) c = c_p;
      d = fmaxf(d,d_p);
    }
  }
}",
"int main (void)
{
  int a, i;

  #pragma omp parallel shared(a) private(i)
  {
    #pragma omp masked
    a = 0;

    // To avoid race conditions, add a barrier here.

    #pragma omp for reduction(+:a)
    for (i = 0; i < 10; i++) {
        a += i;
    }

    #pragma omp single
    printf (""Sum is %d\n"", a);
  }
  return 0;
}",
"int main(){

  int i,j;
  float a[N], b[N][N];

  init(N,b);

  for(i=0; i<N; i++) a[i]=0.0e0;

  #pragma omp parallel for reduction(+:a[0:N]) private(j)
  for(i=0; i<N; i++){
    for(j=0; j<N; j++){
       a[j] +=  b[i][j];
    }
  }
  printf("" a[0] a[N-1]: %f %f\n"", a[0], a[N-1]);

  return 0;
}",
"int main(void)
{
   int a[N], b[N];
   int x = 0;

   // initialization
   for (int k = 0; k < N; k++)
      a[k] = k + 1;

   // a[k] is included in the computation of producing results in b[k]
   #pragma omp parallel for simd reduction(inscan,+: x)
   for (int k = 0; k < N; k++) {
      x += a[k];
      #pragma omp scan inclusive(x)
      b[k] = x;
   }

   printf(""x = %d, b[0:3] = %d %d %d\n"", x, b[0], b[1], b[2]);
   //           5050,        1  3  6

   return 0;
}",
"int main(void)
{
   int a[N], b[N];
   int x = 0;

   // initialization
   for (int k = 0; k < N; k++)
      a[k] = k + 1;

   // a[k] is not included in the computation of producing
   // results in b[k]
   #pragma omp parallel for simd reduction(inscan,+: x)
   for (int k = 0; k < N; k++) {
      b[k] = x;
      #pragma omp scan exclusive(x)
      x += a[k];
   }

   printf(""x = %d, b[0:3] = %d %d %d\n"", x, b[0], b[1], b[2]);
   //           5050,        0  1  3

   return 0;
}",
"int main(void)
{
   int c[N], tmp;
   int x = 0;

   // initialization
   for (int k = 0; k < N; k++)
      c[k] = k + 1;

   // c[k] is used for both input and output of scan results
   #pragma omp parallel for simd reduction(inscan,+: x) private(tmp)
   for (int k = 0; k < N; k++) {
      // initialization phase
      tmp = c[k];
      #pragma omp scan init_complete

      // scan (output) phase - cannot use tmp here
      c[k] = x;

      #pragma omp scan exclusive(x)

      // input phase - can use tmp here
      x += tmp;
   }

   printf(""x = %d, c[0:3] = %d %d %d\n"", x, c[0], c[1], c[2]);
   //           5050,       0  1  3

   return 0;
}",
"void do_work(int n, float a[], float &s)
{
   float loc_s = 0.0f;        // local sum
   static int nthrs;
   #pragma omp for
      for (int i = 0; i < n; i++)
         loc_s += a[i];
   #pragma omp single
   {
      s = 0.0f;               // total sum
      nthrs = 0;
   }
   #pragma omp scope reduction(+:s,nthrs)
   {
      s += loc_s;
      nthrs++;
   }
   #pragma omp masked
      printf(""total sum = %f, nthrs = %d\n"", s, nthrs);
}",
"float work(int n, float a[])
{
   float s;
   #pragma omp parallel
   {
      do_work(n, a, s);
   }
   return s;
}",
"int main()
{
   int sum1=0, sum2=0;
   const int n = 100;

   #pragma omp target teams distribute reduction(+:sum1)
   for (int i = 0; i < n; i++) {
      sum1 += f(i);
   }

   #pragma omp target teams distribute reduction(+:sum2)
   for (int i = 0; i < n; i++) {
      sum2 += g(i) * sum1;
   }

   printf(  ""sum1 = %d, sum2 = %d\n"", sum1, sum2);
   //OUTPUT: sum1 = 9900, sum2 = 147015000
   return 0;
}",
int f(int res){ return res*2; },
int g(int res){ return res*3; },
"int main()
{
   int sum1=0, sum2=0;
   const int n = 100;

   #pragma omp target data map(sum1,sum2)
   {
      #pragma omp target teams distribute reduction(+:sum1)
      for (int i = 0; i < n; i++) {
         sum1 += f(i);
      }

      #pragma omp target teams distribute map(sum1) reduction(+:sum2)
      for (int i = 0; i < n; i++) {
         sum2 += g(i) * sum1;
      }
   }
   printf(  ""sum1 = %d, sum2 = %d\n"", sum1, sum2);
   //OUTPUT: sum1 = 9900, sum2 = 147015000
   return 0;
}",
int f(int res){ return res*2; },
int g(int res){ return res*3; },
"int main()
{
   int sum = 0;

   #pragma omp parallel masked
   #pragma omp taskgroup task_reduction(+:sum)
   {
      #pragma omp target in_reduction(+:sum) nowait
          device_compute(&sum);

      #pragma omp task in_reduction(+:sum)
          host_compute(&sum);
   }
   printf(  ""sum = %d\n"", sum);
   //OUTPUT: sum = 2
   return 0;
}",
void device_compute(int *sum){ *sum = 1; },
void   host_compute(int *sum){ *sum = 1; },
"int main()
{
   int sum = 0;

   #pragma omp parallel sections reduction(task, +:sum)
   {
      #pragma omp section
          {
             #pragma omp target in_reduction(+:sum)
             device_compute(&sum);
          }
      #pragma omp section
          {
             host_compute(&sum);
          }
   }
   printf(  ""sum = %d\n"", sum);
   //OUTPUT: sum = 2
   return 0;
}",
void device_compute(int *sum){ *sum = 1; },
void   host_compute(int *sum){ *sum = 1; },
"int main()
{
   int sum = 0;

   #pragma omp parallel masked reduction(task, +:sum)
   {
       #pragma omp target in_reduction(+:sum) nowait
       device_compute(&sum);

       host_compute(&sum);
   }
   printf(  ""sum = %d\n"", sum);
   //OUTPUT: sum = 2
   return 0;
}",
void device_compute(int *sum){ *sum = 1; },
void   host_compute(int *sum){ *sum = 1; },
"int linked_list_sum(node_t *p)
{
    int res = 0;

    #pragma omp taskgroup task_reduction(+: res)
    {
        node_t* aux = p;
        while(aux != 0)
        {
            #pragma omp task in_reduction(+: res)
            res += aux->val;

            aux = aux->next;
        }
    }
    return res;
}",
"int main() {
    int i;
//                           Create the root node.
    node_t* root = (node_t*) malloc(sizeof(node_t));
    root->val = 1;

    node_t* aux = root;

//                           Create N-1 more nodes.
    for(i=2;i<=N;++i){
        aux->next = (node_t*) malloc(sizeof(node_t));
        aux = aux->next;
        aux->val = i;
    }

    aux->next = 0;

    #pragma omp parallel
    #pragma omp single
    {
        int result = linked_list_sum(root);
        printf( ""Calculated: %d  Analytic:%d\n"", result, (N*(N+1)/2) );
    }

    return 0;
}",
"int main(void){
   int N=100, M=10;
   int i, x;

// USE CASE 1  explicit-task reduction + parallel reduction clause
   x=0;
   #pragma omp parallel num_threads(M) reduction(task,+:x) 
   { 

     x++;                // implicit task reduction statement

     #pragma omp single
     for(i=0;i<N;i++)
       #pragma omp task in_reduction(+:x)
       x++;
   
   }
   printf(""x=%d  =M+N\n"",x);  // x= 110  =M+N


// USE CASE 2  task reduction +  worksharing reduction clause
   x=0;
   #pragma omp parallel for num_threads(M) reduction(task,+:x)
   for(i=0; i< N; i++){   

      x++;

      if( i%2 == 0){
       #pragma omp task in_reduction(+:x)
       x--;
      }
   }
   printf(""x=%d  =N-N/2\n"",x);  // x= 50  =N-N/2

   return 0;
}",
